gps,1579948139.839649,927.7384033203125,46.470917849844746,7.127607520676334,916.5840930735394,20.952327728271484
gps,1579948141.819617,927.7384033203125,46.470917849844746,7.127607520676334,916.5840930735394,20.952327728271484
gps,1579948142.9998655,928.076904296875,46.470749457410044,7.127206027514419,5.0,3.0
gps,1579948144.999856,925.8319091796875,46.470749457410044,7.127206027514419,10.0,6.0
gps,1579948146.9998477,925.8251953125,46.470749457410044,7.127206027514419,10.0,6.0
gps,1579948148.9998376,925.8232421875,46.470749457410044,7.127206027514419,10.0,6.0
gps,1579948149.9998407,925.8568115234375,46.470749457410044,7.127206027514419,10.0,6.0
gps,1579948150.9998422,925.864013671875,46.470749457410044,7.127206027514419,10.0,6.0
wm,1579948152.280315,wm474,0000fdf04711470452002800eb240000,8.200000000000001,40.0,945.1
gps,1579948152.9998422,925.868896484375,46.470749457410044,7.127206027514419,10.0,6.0
wm,1579948153.2680302,wm474,00001af1a411720452002800eb240000,8.200000000000001,40.0,945.1
wm,1579948154.288079,wm474,00000ef1af115f0453002800bd230000,8.3,40.0,914.9000000000001
gps,1579948154.999828,925.9189453125,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948155.277967,wm474,0000fcf08b11410453002800bd230000,8.3,40.0,914.9000000000001
gps,1579948155.9998305,925.909423828125,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948156.2680779,wm474,00001af1aa11800453002800bd230000,8.3,40.0,914.9000000000001
gps,1579948156.9998364,925.91943359375,46.470749457410044,7.127206027514419,10.0,6.0
wm,1579948157.288044,wm474,00002cf1ab11c30453002800bd230000,8.3,40.0,914.9000000000001
gps,1579948157.999839,925.93310546875,46.470749457410044,7.127206027514419,10.0,6.0
wm,1579948158.2780151,wm474,000025f1b011b50453002800bd230000,8.3,40.0,914.9000000000001
gps,1579948158.9998393,925.914794921875,46.470749457410044,7.127206027514419,10.0,6.0
wm,1579948159.268228,wm474,000024f1cb11a80453002800bd230000,8.3,40.0,914.9000000000001
wm,1579948160.288269,wm474,00001df1e110440554002800bd230000,8.4,40.0,914.9000000000001
gps,1579948160.999837,925.876220703125,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948161.2784472,wm474,00002bf11711540554002800bd230000,8.4,40.0,914.9000000000001
gps,1579948161.9998434,925.842529296875,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948162.268165,wm474,3c005aef35116c0354002800bd230000,8.4,40.0,914.9000000000001
gps,1579948162.9998448,925.83447265625,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948163.2883449,wm474,0000d7ee6910e50354002800bd230000,8.4,40.0,914.9000000000001
gps,1579948163.9998457,925.85205078125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948165.9998486,925.830810546875,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948166.9998498,925.8328857421875,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948167.9998565,925.840576171875,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948168.608757,wm474,000056eee10fd20454002900e8240000,8.4,41.0,944.8000000000001
wm,1579948169.599606,wm474,000065ee3910eb0553002900e8240000,8.3,41.0,944.8000000000001
gps,1579948169.9998374,925.8736572265625,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948170.588928,wm474,000015ef76125e0653002900e8240000,8.3,41.0,944.8000000000001
gps,1579948170.9998393,925.861572265625,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948171.638764,wm474,0000a5ef26128f0651002900bc230000,8.1,41.0,914.8000000000001
wm,1579948172.598205,wm474,000063f09a116a0651002900bc230000,8.1,41.0,914.8000000000001
gps,1579948172.999774,925.838134765625,46.470749457410044,7.127206027514419,10.0,8.0
wm,1579948173.5893831,wm474,00001af0811197064e002900bc230000,7.800000000000001,41.0,914.8000000000001
gps,1579948173.9997811,925.8466796875,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948174.9997883,925.8731689453125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948175.9997976,925.90234375,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948176.999804,925.90234375,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948177.9998074,925.9012451171875,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948178.9998188,925.90380859375,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948179.9998255,925.9044189453125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948180.9998283,925.88916015625,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948181.9998345,925.911376953125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948182.9998415,925.9256591796875,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948183.9998493,925.9180908203125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948184.9998536,925.953125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948185.9998605,925.955078125,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948186.9998627,925.96337890625,46.470749457410044,7.127206027514419,10.0,8.0
gps,1579948187.9998631,926.03564453125,46.47072259341038,7.127191443002901,10.0,8.0
gps,1579948188.9998646,924.404296875,46.47072259341038,7.127191443002901,5.0,6.0
gps,1579948190.9998415,925.282470703125,46.470706751613385,7.1271930355645035,5.0,6.0
gps,1579948191.999848,926.26708984375,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948192.999854,926.286865234375,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948193.9998605,925.2293701171875,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948194.9998631,925.27587890625,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948195.999866,925.324462890625,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948196.9998684,925.230712890625,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948197.9998708,925.52294921875,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948198.999874,925.931640625,46.47070356649018,7.127195214859328,5.0,6.0
gps,1579948199.9998775,926.5628662109375,46.470692083282835,7.127219103283367,5.0,6.0
gps,1579948201.999874,924.74072265625,46.47069665142006,7.127214660874686,5.0,6.0
gps,1579948203.9998732,925.254150390625,46.47069736388183,7.1272142417795274,10.0,6.0
gps,1579948204.999878,924.83203125,46.47069736388183,7.1272142417795274,10.0,6.0
gps,1579948205.9998827,925.912353515625,46.47069736388183,7.1272142417795274,10.0,6.0
gps,1579948207.999889,926.411865234375,46.47069736388183,7.1272142417795274,10.0,6.0
gps,1579948209.9998853,927.042724609375,46.47069715433425,7.127213235951147,10.0,6.0
gps,1579948211.9998665,926.487060546875,46.47069715433425,7.127213235951147,10.0,6.0
gps,1579948212.999867,927.093505859375,46.47070004609085,7.127214074141464,10.0,6.0
gps,1579948213.9998732,926.67431640625,46.47069857925779,7.127216253436289,10.0,6.0
gps,1579948214.999876,926.9327392578125,46.47069857925779,7.127216253436289,10.0,6.0
gps,1579948215.9998808,927.75244140625,46.47069857925779,7.127216253436289,10.0,6.0
gps,1579948216.9998817,928.05615234375,46.47069857925779,7.127216253436289,10.0,6.0
gps,1579948217.9998837,927.19482421875,46.47069857925779,7.127216253436289,10.0,6.0
gps,1579948219.9998846,927.515869140625,46.470698160162634,7.127224802977524,10.0,6.0
gps,1579948220.999885,927.9346923828125,46.470698160162634,7.127224802977524,10.0,6.0
gps,1579948222.9998808,928.7138671875,46.470698160162634,7.127224802977524,10.0,8.0
gps,1579948224.999867,929.1309814453125,46.470698160162634,7.127224802977524,10.0,8.0
gps,1579948225.999871,929.637939453125,46.470698160162634,7.127224802977524,10.0,8.0
gps,1579948227.9998746,929.5634765625,46.470705117142266,7.127239136031947,10.0,8.0
gps,1579948229.9998536,930.2626953125,46.470705117142266,7.127239136031947,10.0,8.0
gps,1579948231.999854,930.404541015625,46.470705117142266,7.127239136031947,10.0,8.0
gps,1579948232.9998574,929.8914794921875,46.470710984474486,7.127229329205236,10.0,8.0
gps,1579948233.9998589,930.3515625,46.47071249321706,7.127226060262999,10.0,8.0
gps,1579948234.9998593,930.058837890625,46.47071249321706,7.127226060262999,10.0,8.0
gps,1579948236.9998603,929.47216796875,46.47071249321706,7.127226060262999,10.0,6.0
gps,1579948237.9998612,928.82177734375,46.47071002055562,7.127225557348809,10.0,6.0
gps,1579948239.999858,928.515380859375,46.47070398558534,7.127233603975854,10.0,6.0
gps,1579948241.999857,928.850830078125,46.470703315033084,7.1272360347277735,10.0,6.0
gps,1579948243.9998572,929.50830078125,46.47070197392858,7.127237124375186,10.0,6.0
gps,1579948245.9998593,929.6201171875,46.47069686096764,7.12723343633779,10.0,6.0
gps,1579948246.9998608,929.152099609375,46.4706983278007,7.1272292453862045,10.0,6.0
gps,1579948248.9998543,928.5831298828125,46.470700590914554,7.127226646996221,10.0,6.0
gps,1579948250.9998302,928.3524169921875,46.470699165991014,7.1272327657855366,10.0,6.0
gps,1579948251.9998338,928.70166015625,46.470699165991014,7.1272327657855366,10.0,6.0
gps,1579948252.9998379,929.1328125,46.470699165991014,7.1272327657855366,10.0,6.0
gps,1579948253.9998393,928.4658203125,46.470699165991014,7.1272327657855366,10.0,6.0
gps,1579948254.9998412,928.60693359375,46.470699165991014,7.1272327657855366,10.0,6.0
gps,1579948255.999844,929.128662109375,46.470699165991014,7.1272327657855366,10.0,6.0
gps,1579948257.999839,928.8448486328125,46.4706999203623,7.127213822684369,10.0,6.0
gps,1579948259.999837,928.5078125,46.47069920790053,7.1272109728372905,10.0,6.0
gps,1579948261.9998302,928.274658203125,46.470693089111215,7.12721239776083,10.0,6.0
gps,1579948263.999827,927.922607421875,46.47068805996931,7.127217510721764,10.0,6.0
gps,1579948265.9998255,928.7225341796875,46.47067653485245,7.127228407195887,10.0,6.0
wm,1579948267.4381251,wm474,00002ef076120f0753002900e0240000,8.3,41.0,944.0
gps,1579948267.999827,928.697509765625,46.47067653485245,7.127228407195887,10.0,6.0
wm,1579948268.41133,wm474,000032f07912100753002900e0240000,8.3,41.0,944.0
wm,1579948269.4317389,wm474,000030f07512120753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948269.9998264,928.35205078125,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948270.421513,wm474,000031f074120c0753002900bc230000,8.3,41.0,914.8000000000001
wm,1579948271.411893,wm474,000034f07312120753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948271.9998007,928.3494873046875,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948272.401482,wm474,000032f073120b0753002900bc230000,8.3,41.0,914.8000000000001
wm,1579948273.4215698,wm474,000032f07212110753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948273.9997988,928.345703125,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948274.411386,wm474,00002ef07312160753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948274.9998016,928.3436279296875,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948275.4315681,wm474,000035f07512110753002900bc230000,8.3,41.0,914.8000000000001
wm,1579948276.422178,wm474,000030f07812150753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948276.999798,928.3460693359375,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948277.412284,wm474,000034f07512120753002900bc230000,8.3,41.0,914.8000000000001
wm,1579948278.401359,wm474,000033f07412140753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948278.9997964,928.3492431640625,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948279.4216309,wm474,000034f07512110753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948279.9997988,928.3511962890625,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948280.411556,wm474,000035f07112140753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948280.9997997,928.350830078125,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948281.43158,wm474,000032f07312170753002900bc230000,8.3,41.0,914.8000000000001
wm,1579948282.422256,wm474,000033f07412160753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948282.9997978,928.3568115234375,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948283.4116092,wm474,000030f07612100753002900bc230000,8.3,41.0,914.8000000000001
wm,1579948284.402205,wm474,000037f07612120753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948284.9997938,928.370849609375,46.47063118875629,7.127261599532447,10.0,4.0
wm,1579948285.421719,wm474,000031f07812120752002900bb230000,8.200000000000001,41.0,914.7
wm,1579948286.412391,wm474,000031f07612150752002900bb230000,8.200000000000001,41.0,914.7
gps,1579948286.999792,928.380126953125,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948287.4317079,wm474,00002ff075120f0753002900bb230000,8.3,41.0,914.7
gps,1579948287.999796,928.37841796875,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948288.421601,wm474,000034f07612190753002900bb230000,8.3,41.0,914.7
wm,1579948289.4123502,wm474,000033f07312100752002900bc230000,8.200000000000001,41.0,914.8000000000001
gps,1579948289.9997947,928.382568359375,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948290.40172,wm474,000031f074120d0752002900bc230000,8.200000000000001,41.0,914.8000000000001
gps,1579948290.999796,928.39111328125,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948291.4216762,wm474,00002ff073120e0753002900bc230000,8.3,41.0,914.8000000000001
gps,1579948291.999796,928.38916015625,46.47063118875629,7.127261599532447,10.0,6.0
wm,1579948292.412345,wm474,00002cf076120e0753002900bc230000,8.3,41.0,914.8000000000001
